budget,genres,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title
18000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",en,Star Trek III: The Search for Spock,15.314027,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-05-31,87000000,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Star Trek III: The Search for Spock
19000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",en,The Exorcism of Emily Rose,32.602868,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-09,144216468,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Exorcism of Emily Rose
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Deuce Bigalow: Male Gigolo,9.832326,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-12-10,65535067,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Deuce Bigalow: Male Gigolo
16000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Left Behind,33.452469,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-03,19682924,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Left Behind
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",en,Barbershop 2:  Back in Business,6.501815,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-01-20,65070412,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Barbershop 2:  Back in Business
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",en,Bad Santa,26.58873,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-11-26,76488889,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bad Santa
16500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",en,Austin Powers: International Man of Mystery,36.15716,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-05-02,67683989,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Austin Powers: International Man of Mystery
18000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,My Big Fat Greek Wedding 2,16.027955,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-03-23,88923251,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,My Big Fat Greek Wedding 2
21000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",en,Diary of a Wimpy Kid: Rodrick Rules,14.329891,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-25,72417394,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Diary of a Wimpy Kid: Rodrick Rules
18000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",en,Predator,50.009408,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-06-11,98235548,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Predator
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10402, ""name"": ""Music""}]",en,Amadeus,31.82675,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-10-26,51973029,160.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Amadeus
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Mean Girls,36.423717,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-30,129042871,97.0,"[{""iso_639_1"": ""sw"", ""name"": ""Kiswahili""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,Mean Girls
19800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,Gosford Park,11.693272,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-11-07,87754044,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Gosford Park
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",en,Peggy Sue Got Married,12.243887,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-10-05,41382841,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Peggy Sue Got Married
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",en,Birdman,89.811154,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-27,103215094,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Birdman
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",en,Blue Jasmine,34.694216,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-25,99206215,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Blue Jasmine
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",en,United 93,17.50138,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-04-28,76286096,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,United 93
18000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",en,Honey,18.492655,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-11-24,62646763,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Honey
1000000,"[{""id"": 27, ""name"": ""Horror""}]",en,The Fog,14.518598,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-02-08,21378361,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Fog
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",en,Soul Surfer,19.234672,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-08,47088990,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Soul Surfer
18000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",en,Catch-22,4.504377,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1970-06-24,24911670,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Catch-22
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",en,Conan the Destroyer,18.379124,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-06-29,100000000,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Conan the Destroyer
18000000,"[{""id"": 18, ""name"": ""Drama""}]",en,Raging Bull,35.524457,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-11-14,23000000,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Raging Bull
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,Love Happens,13.472365,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-18,36133014,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love Happens
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,127 Hours,52.464877,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-05,35692920,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,127 Hours
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",en,Center Stage,6.961736,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-12,17200925,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Center Stage
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,Love the Coopers,9.191187,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-12,24000000,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love the Coopers
18000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,Catch That Kid,4.492859,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-02-06,16702864,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Catch That Kid
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",en,Steve Jobs,53.670525,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-09,34441873,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Steve Jobs
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",en,The Legend of the Lone Ranger,11.725805,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-08-20,2945600,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Legend of the Lone Ranger
21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,The Tailor of Panama,7.047975,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-02-11,28008462,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Tailor of Panama
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,Blow Out,13.628601,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-07-24,12000000,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Blow Out
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",en,Getaway,16.520516,"[{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-29,10501938,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Getaway
18000000,"[{""id"": 18, ""name"": ""Drama""}]",en,The Ice Storm,14.916264,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-27,8038061,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Ice Storm
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,And So It Goes,9.633711,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-20,25312387,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,And So It Goes
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,Nine 1/2 Weeks,12.313143,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-02-14,6735922,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Nine 1/2 Weeks
18000000,"[{""id"": 14, ""name"": ""Fantasy""}]",en,Dragonslayer,3.258422,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1981-06-26,14110013,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,Dragonslayer
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",en,Ed Wood,24.548633,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-09-27,5887457,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ed Wood
18000000,"[{""id"": 18, ""name"": ""Drama""}]",en,Labor Day,17.683563,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-27,20275812,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Labor Day
18000000,"[{""id"": 36, ""name"": ""History""}]",ru,Монгол,10.1449,"[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""KZ"", ""name"": ""Kazakhstan""}]",2007-09-20,26527510,120.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""mn"", ""name"": """"}]",Released,Mongol: The Rise of Genghis Khan
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,RockNRolla,31.887978,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-09-04,25739015,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,RockNRolla
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,Mao's Last Dancer,1.876811,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2009-10-01,20719451,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Mao's Last Dancer
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Midnight Special,32.717853,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-18,6212282,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Midnight Special
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",en,The Railway Man,13.916583,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2013-12-26,22309223,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Railway Man
2700000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",en,The Wraith,10.47644,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",1986-11-21,3500000,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Wraith
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,Salton Sea,10.991281,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-01,676698,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Salton Sea
18000000,"[{""id"": 10402, ""name"": ""Music""}]",en,Metallica: Through the Never,7.871686,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-25,7972967,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Metallica: Through the Never
18000000,"[{""id"": 18, ""name"": ""Drama""}]",en,The Informers,6.333869,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-05,382174,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Informers
18000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",en,Carlos,1.138383,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2010-05-19,871279,338.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Carlos
3500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Day of the Dead,18.025206,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1985-07-19,34000000,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Day of the Dead
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",fr,Renaissance,9.244181,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}]",2006-03-16,1831348,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Renaissance
17900000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",en,Red Sonja,12.752463,"[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-04-09,6948633,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Red Sonja
14000000,"[{""id"": 53, ""name"": ""Thriller""}]",en,Red Lights,22.748174,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-03-02,13551174,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Red Lights
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Superbad,33.436092,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-17,121463226,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Superbad
23000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,Step Up 2: The Streets,28.973074,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-14,150816700,98.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Step Up 2: The Streets
15000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,Hoodwinked!,23.980329,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-12-16,51053787,80.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hoodwinked!
17500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",en,Hotel Rwanda,28.60542,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2004-09-11,38000000,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Hotel Rwanda
